contig	file	gi_count	gi_length	genome_length	num_mapped_reads
VIRSorter_H_NODE_3033_length_11174_cov_13_641894-cat_2	VIRSorter_H_NODE_3033_length_11174_cov_13_641894-cat_2.windows.csv.gz	0	0	11174	1875
VIRSorter_H_NODE_3037_length_11166_cov_12_603768-cat_2	VIRSorter_H_NODE_3037_length_11166_cov_12_603768-cat_2.windows.csv.gz	0	0	11166	1503
VIRSorter_H_NODE_3038_length_11166_cov_8_852976-cat_2	VIRSorter_H_NODE_3038_length_11166_cov_8_852976-cat_2.windows.csv.gz	0	0	11166	1358
VIRSorter_H_NODE_304_length_55098_cov_60_169944-cat_2	VIRSorter_H_NODE_304_length_55098_cov_60_169944-cat_2.windows.csv.gz	6	15628	55098	25432
VIRSorter_H_NODE_3046_length_11147_cov_34_820145-cat_2	VIRSorter_H_NODE_3046_length_11147_cov_34_820145-cat_2.windows.csv.gz	1	943	11147	8089
VIRSorter_H_NODE_3047_length_11146_cov_8_672656-cat_1	VIRSorter_H_NODE_3047_length_11146_cov_8_672656-cat_1.windows.csv.gz	0	0	11146	2654
VIRSorter_H_NODE_3048_length_11142_cov_6_889424-cat_2	VIRSorter_H_NODE_3048_length_11142_cov_6_889424-cat_2.windows.csv.gz	0	0	11142	823
VIRSorter_H_NODE_3049_length_11140_cov_9_672478-cat_2	VIRSorter_H_NODE_3049_length_11140_cov_9_672478-cat_2.windows.csv.gz	0	0	11140	1792
VIRSorter_H_NODE_305_length_54957_cov_17_098705-cat_2	VIRSorter_H_NODE_305_length_54957_cov_17_098705-cat_2.windows.csv.gz	0	0	54957	9261
VIRSorter_H_NODE_3052_length_11134_cov_19_021986-cat_2	VIRSorter_H_NODE_3052_length_11134_cov_19_021986-cat_2.windows.csv.gz	0	0	11134	1962
VIRSorter_H_NODE_3055_length_11129_cov_5_512725-cat_2	VIRSorter_H_NODE_3055_length_11129_cov_5_512725-cat_2.windows.csv.gz	0	0	11129	606
VIRSorter_H_NODE_306_length_54908_cov_36_308884-cat_2	VIRSorter_H_NODE_306_length_54908_cov_36_308884-cat_2.windows.csv.gz	7	1848	54908	23933
VIRSorter_H_NODE_3060_length_11120_cov_57_571000-cat_2	VIRSorter_H_NODE_3060_length_11120_cov_57_571000-cat_2.windows.csv.gz	0	0	11120	15314
VIRSorter_H_NODE_3062_length_11112_cov_12_382613-cat_2	VIRSorter_H_NODE_3062_length_11112_cov_12_382613-cat_2.windows.csv.gz	0	0	11112	1330
VIRSorter_H_NODE_3064_length_11105_cov_80_535981-cat_2	VIRSorter_H_NODE_3064_length_11105_cov_80_535981-cat_2.windows.csv.gz	0	0	11105	2929
VIRSorter_H_NODE_3065_length_11105_cov_37_703862-cat_2	VIRSorter_H_NODE_3065_length_11105_cov_37_703862-cat_2.windows.csv.gz	0	0	11105	6924
VIRSorter_H_NODE_3067_length_11098_cov_12_823352-cat_2	VIRSorter_H_NODE_3067_length_11098_cov_12_823352-cat_2.windows.csv.gz	0	0	11098	2207
VIRSorter_H_NODE_307_length_54872_cov_31_022870-cat_2	VIRSorter_H_NODE_307_length_54872_cov_31_022870-cat_2.windows.csv.gz	6	3326	54872	15859
VIRSorter_H_NODE_3072_length_11082_cov_21_021269-cat_2	VIRSorter_H_NODE_3072_length_11082_cov_21_021269-cat_2.windows.csv.gz	1	77	11082	3152
VIRSorter_H_NODE_3075_length_11066_cov_8_246458-cat_2	VIRSorter_H_NODE_3075_length_11066_cov_8_246458-cat_2.windows.csv.gz	0	0	11066	1403
VIRSorter_H_NODE_3080_length_11053_cov_42_679572-cat_2	VIRSorter_H_NODE_3080_length_11053_cov_42_679572-cat_2.windows.csv.gz	1	266	11053	6548
VIRSorter_H_NODE_3081_length_11045_cov_19_934237-cat_2	VIRSorter_H_NODE_3081_length_11045_cov_19_934237-cat_2.windows.csv.gz	0	0	11045	1977
VIRSorter_H_NODE_3086_length_11035_cov_13_959296-cat_2	VIRSorter_H_NODE_3086_length_11035_cov_13_959296-cat_2.windows.csv.gz	0	0	11035	1395
VIRSorter_H_NODE_3090_length_11028_cov_35_541602-cat_2	VIRSorter_H_NODE_3090_length_11028_cov_35_541602-cat_2.windows.csv.gz	0	0	11028	3617
VIRSorter_H_NODE_3092_length_11024_cov_7_095072-cat_2	VIRSorter_H_NODE_3092_length_11024_cov_7_095072-cat_2.windows.csv.gz	0	0	11024	749
VIRSorter_H_NODE_3095_length_11019_cov_8_695281-cat_2	VIRSorter_H_NODE_3095_length_11019_cov_8_695281-cat_2.windows.csv.gz	0	0	11019	975
VIRSorter_H_NODE_3097_length_11013_cov_7_928348-cat_1	VIRSorter_H_NODE_3097_length_11013_cov_7_928348-cat_1.windows.csv.gz	0	0	11013	788
VIRSorter_H_NODE_3098_length_11010_cov_13_133052-cat_2	VIRSorter_H_NODE_3098_length_11010_cov_13_133052-cat_2.windows.csv.gz	0	0	11010	3534
VIRSorter_H_NODE_310_length_54468_cov_21_467437-cat_2	VIRSorter_H_NODE_310_length_54468_cov_21_467437-cat_2.windows.csv.gz	1	215	54468	10144
VIRSorter_H_NODE_3100_length_11002_cov_21_389609-cat_1	VIRSorter_H_NODE_3100_length_11002_cov_21_389609-cat_1.windows.csv.gz	0	0	11002	3997
VIRSorter_H_NODE_3103_length_10982_cov_12_018517-cat_2	VIRSorter_H_NODE_3103_length_10982_cov_12_018517-cat_2.windows.csv.gz	0	0	10982	1878
VIRSorter_H_NODE_3106_length_10979_cov_15_372005-cat_2	VIRSorter_H_NODE_3106_length_10979_cov_15_372005-cat_2.windows.csv.gz	0	0	10979	2529
VIRSorter_H_NODE_3111_length_10964_cov_8_049829-cat_2	VIRSorter_H_NODE_3111_length_10964_cov_8_049829-cat_2.windows.csv.gz	0	0	10964	1111
VIRSorter_H_NODE_3112_length_10963_cov_7_334441-cat_2	VIRSorter_H_NODE_3112_length_10963_cov_7_334441-cat_2.windows.csv.gz	0	0	10963	763
VIRSorter_H_NODE_3118_length_10945_cov_9_658347-cat_2	VIRSorter_H_NODE_3118_length_10945_cov_9_658347-cat_2.windows.csv.gz	0	0	10945	1102
VIRSorter_H_NODE_312_length_54271_cov_19_755689-cat_2	VIRSorter_H_NODE_312_length_54271_cov_19_755689-cat_2.windows.csv.gz	1	369	54271	10086
VIRSorter_H_NODE_3120_length_10942_cov_23_309663-cat_2	VIRSorter_H_NODE_3120_length_10942_cov_23_309663-cat_2.windows.csv.gz	1	51	10942	2280
VIRSorter_H_NODE_3121_length_10940_cov_83_664663-cat_2	VIRSorter_H_NODE_3121_length_10940_cov_83_664663-cat_2.windows.csv.gz	1	1825	10940	6717
VIRSorter_H_NODE_3125_length_10931_cov_13_423269-cat_2	VIRSorter_H_NODE_3125_length_10931_cov_13_423269-cat_2.windows.csv.gz	0	0	10931	1874
VIRSorter_H_NODE_3129_length_10914_cov_12_309076-cat_2	VIRSorter_H_NODE_3129_length_10914_cov_12_309076-cat_2.windows.csv.gz	0	0	10914	1260
VIRSorter_H_NODE_313_length_54097_cov_22_061034-cat_2	VIRSorter_H_NODE_313_length_54097_cov_22_061034-cat_2.windows.csv.gz	1	295	54097	10332
VIRSorter_H_NODE_3131_length_10897_cov_29_377716-cat_1	VIRSorter_H_NODE_3131_length_10897_cov_29_377716-cat_1.windows.csv.gz	0	0	10897	4360
VIRSorter_H_NODE_3133_length_10891_cov_51_137867-cat_2	VIRSorter_H_NODE_3133_length_10891_cov_51_137867-cat_2.windows.csv.gz	3	1398	10891	6814
VIRSorter_H_NODE_3137_length_10883_cov_8_073912-cat_2	VIRSorter_H_NODE_3137_length_10883_cov_8_073912-cat_2.windows.csv.gz	0	0	10883	1035
VIRSorter_H_NODE_3141_length_10878_cov_11_128081-cat_2	VIRSorter_H_NODE_3141_length_10878_cov_11_128081-cat_2.windows.csv.gz	0	0	10878	2939
VIRSorter_H_NODE_3143_length_10872_cov_25_102280-cat_1	VIRSorter_H_NODE_3143_length_10872_cov_25_102280-cat_1.windows.csv.gz	0	0	10872	2889
VIRSorter_H_NODE_3145_length_10867_cov_9_056518-cat_2	VIRSorter_H_NODE_3145_length_10867_cov_9_056518-cat_2.windows.csv.gz	0	0	10867	1070
VIRSorter_H_NODE_3148_length_10858_cov_108_443761-cat_2	VIRSorter_H_NODE_3148_length_10858_cov_108_443761-cat_2.windows.csv.gz	0	0	10858	18160
VIRSorter_H_NODE_3149_length_10857_cov_4_901771-cat_2	VIRSorter_H_NODE_3149_length_10857_cov_4_901771-cat_2.windows.csv.gz	0	0	10857	1173
VIRSorter_H_NODE_3152_length_10850_cov_67_305325-cat_2	VIRSorter_H_NODE_3152_length_10850_cov_67_305325-cat_2.windows.csv.gz	3	1472	10850	10441
VIRSorter_H_NODE_3154_length_10842_cov_19_192907-cat_2	VIRSorter_H_NODE_3154_length_10842_cov_19_192907-cat_2.windows.csv.gz	0	0	10842	2375
VIRSorter_H_NODE_3157_length_10834_cov_15_169235-cat_2	VIRSorter_H_NODE_3157_length_10834_cov_15_169235-cat_2.windows.csv.gz	0	0	10834	2023
VIRSorter_H_NODE_3158_length_10834_cov_14_729429-cat_2	VIRSorter_H_NODE_3158_length_10834_cov_14_729429-cat_2.windows.csv.gz	0	0	10834	1604
VIRSorter_H_NODE_3159_length_10831_cov_13_500561-cat_2	VIRSorter_H_NODE_3159_length_10831_cov_13_500561-cat_2.windows.csv.gz	1	1399	10831	797
VIRSorter_H_NODE_3162_length_10826_cov_12_440602-cat_2	VIRSorter_H_NODE_3162_length_10826_cov_12_440602-cat_2.windows.csv.gz	0	0	10826	2082
VIRSorter_H_NODE_3163_length_10807_cov_6_077903-cat_1	VIRSorter_H_NODE_3163_length_10807_cov_6_077903-cat_1.windows.csv.gz	0	0	10807	638
VIRSorter_H_NODE_3164_length_10806_cov_23_220245-cat_2	VIRSorter_H_NODE_3164_length_10806_cov_23_220245-cat_2.windows.csv.gz	1	49	10806	2219
VIRSorter_H_NODE_3165_length_10805_cov_13_418337-cat_2	VIRSorter_H_NODE_3165_length_10805_cov_13_418337-cat_2.windows.csv.gz	0	0	10805	1881
VIRSorter_H_NODE_3166_length_10804_cov_6_276763-cat_1	VIRSorter_H_NODE_3166_length_10804_cov_6_276763-cat_1.windows.csv.gz	0	0	10804	1101
VIRSorter_H_NODE_3172_length_10792_cov_9_902016-cat_2	VIRSorter_H_NODE_3172_length_10792_cov_9_902016-cat_2.windows.csv.gz	0	0	10792	1099
VIRSorter_H_NODE_318_length_53964_cov_68_053421-cat_2	VIRSorter_H_NODE_318_length_53964_cov_68_053421-cat_2.windows.csv.gz	0	0	53964	34327
VIRSorter_H_NODE_3180_length_10764_cov_32_256463-cat_2	VIRSorter_H_NODE_3180_length_10764_cov_32_256463-cat_2.windows.csv.gz	1	313	10764	1896
VIRSorter_H_NODE_3181_length_10760_cov_5_461582-cat_2	VIRSorter_H_NODE_3181_length_10760_cov_5_461582-cat_2.windows.csv.gz	0	0	10760	798
VIRSorter_H_NODE_3184_length_10747_cov_19_681827-cat_2	VIRSorter_H_NODE_3184_length_10747_cov_19_681827-cat_2.windows.csv.gz	1	267	10747	2414
VIRSorter_H_NODE_3185_length_10744_cov_102_151361-cat_2	VIRSorter_H_NODE_3185_length_10744_cov_102_151361-cat_2.windows.csv.gz	3	2396	10744	10724
VIRSorter_H_NODE_3196_length_10716_cov_23_986590-cat_2	VIRSorter_H_NODE_3196_length_10716_cov_23_986590-cat_2.windows.csv.gz	1	498	10716	3123
VIRSorter_H_NODE_3200_length_10700_cov_77_449447-cat_2	VIRSorter_H_NODE_3200_length_10700_cov_77_449447-cat_2.windows.csv.gz	2	632	10700	17789
VIRSorter_H_NODE_3201_length_10700_cov_7_939374_gene_5_gene_20-2557-10750-cat_5	VIRSorter_H_NODE_3201_length_10700_cov_7_939374_gene_5_gene_20-2557-10750-cat_5.windows.csv.gz	0	0	8143	826
VIRSorter_H_NODE_3209_length_10684_cov_21_764232-cat_2	VIRSorter_H_NODE_3209_length_10684_cov_21_764232-cat_2.windows.csv.gz	0	0	10684	2268
VIRSorter_H_NODE_3211_length_10681_cov_46_144211-cat_2	VIRSorter_H_NODE_3211_length_10681_cov_46_144211-cat_2.windows.csv.gz	0	0	10681	11870
VIRSorter_H_NODE_3213_length_10666_cov_10_263782-cat_2	VIRSorter_H_NODE_3213_length_10666_cov_10_263782-cat_2.windows.csv.gz	0	0	10666	1109
VIRSorter_H_NODE_3215_length_10661_cov_9_229353-cat_2	VIRSorter_H_NODE_3215_length_10661_cov_9_229353-cat_2.windows.csv.gz	0	0	10661	945
VIRSorter_H_NODE_322_length_53478_cov_58_848157-cat_1	VIRSorter_H_NODE_322_length_53478_cov_58_848157-cat_1.windows.csv.gz	3	1255	53478	30773
VIRSorter_H_NODE_3221_length_10650_cov_7_253065-cat_2	VIRSorter_H_NODE_3221_length_10650_cov_7_253065-cat_2.windows.csv.gz	0	0	10650	692
VIRSorter_H_NODE_3224_length_10641_cov_7_216568-cat_2	VIRSorter_H_NODE_3224_length_10641_cov_7_216568-cat_2.windows.csv.gz	0	0	10641	1134
VIRSorter_H_NODE_3229_length_10627_cov_72_492286-cat_2	VIRSorter_H_NODE_3229_length_10627_cov_72_492286-cat_2.windows.csv.gz	1	401	10627	8494
VIRSorter_H_NODE_3232_length_10624_cov_12_311041-cat_1	VIRSorter_H_NODE_3232_length_10624_cov_12_311041-cat_1.windows.csv.gz	0	0	10624	1319
VIRSorter_H_NODE_3238_length_10608_cov_32_653564-cat_2	VIRSorter_H_NODE_3238_length_10608_cov_32_653564-cat_2.windows.csv.gz	0	0	10608	4066
VIRSorter_H_NODE_3240_length_10603_cov_6_245227-cat_2	VIRSorter_H_NODE_3240_length_10603_cov_6_245227-cat_2.windows.csv.gz	0	0	10603	1069
VIRSorter_H_NODE_3244_length_10590_cov_43_563987-cat_2	VIRSorter_H_NODE_3244_length_10590_cov_43_563987-cat_2.windows.csv.gz	0	0	10590	11447
VIRSorter_H_NODE_3245_length_10585_cov_61_435743-cat_2	VIRSorter_H_NODE_3245_length_10585_cov_61_435743-cat_2.windows.csv.gz	0	0	10585	23303
VIRSorter_H_NODE_3247_length_10579_cov_10_737562_gene_5_gene_14-2761-10629-cat_5	VIRSorter_H_NODE_3247_length_10579_cov_10_737562_gene_5_gene_14-2761-10629-cat_5.windows.csv.gz	0	0	7818	857
VIRSorter_H_NODE_3248_length_10577_cov_75_801818-cat_2	VIRSorter_H_NODE_3248_length_10577_cov_75_801818-cat_2.windows.csv.gz	1	319	10577	36714
VIRSorter_H_NODE_3251_length_10574_cov_9_719441-cat_1	VIRSorter_H_NODE_3251_length_10574_cov_9_719441-cat_1.windows.csv.gz	0	0	10574	1004
VIRSorter_H_NODE_3252_length_10571_cov_17_139027-cat_1	VIRSorter_H_NODE_3252_length_10571_cov_17_139027-cat_1.windows.csv.gz	0	0	10571	1697
VIRSorter_H_NODE_3253_length_10570_cov_6_073638-cat_1	VIRSorter_H_NODE_3253_length_10570_cov_6_073638-cat_1.windows.csv.gz	0	0	10570	1426
VIRSorter_H_NODE_3255_length_10562_cov_55_442932-cat_2	VIRSorter_H_NODE_3255_length_10562_cov_55_442932-cat_2.windows.csv.gz	0	0	10562	4100
VIRSorter_H_NODE_3263_length_10545_cov_83_338453-cat_2	VIRSorter_H_NODE_3263_length_10545_cov_83_338453-cat_2.windows.csv.gz	2	497	10545	8815
VIRSorter_H_NODE_3265_length_10544_cov_7_076798-cat_2	VIRSorter_H_NODE_3265_length_10544_cov_7_076798-cat_2.windows.csv.gz	0	0	10544	978
VIRSorter_H_NODE_3272_length_10517_cov_25_782579-cat_2	VIRSorter_H_NODE_3272_length_10517_cov_25_782579-cat_2.windows.csv.gz	2	615	10517	2470
VIRSorter_H_NODE_3273_length_10513_cov_11_278067-cat_2	VIRSorter_H_NODE_3273_length_10513_cov_11_278067-cat_2.windows.csv.gz	0	0	10513	2380
VIRSorter_H_NODE_3277_length_10504_cov_6_551508-cat_2	VIRSorter_H_NODE_3277_length_10504_cov_6_551508-cat_2.windows.csv.gz	0	0	10504	609
VIRSorter_H_NODE_3281_length_10486_cov_27_917656-cat_2	VIRSorter_H_NODE_3281_length_10486_cov_27_917656-cat_2.windows.csv.gz	2	222	10486	2892
VIRSorter_H_NODE_3282_length_10485_cov_8_751014-cat_2	VIRSorter_H_NODE_3282_length_10485_cov_8_751014-cat_2.windows.csv.gz	0	0	10485	906
VIRSorter_H_NODE_3287_length_10471_cov_11_997873-cat_2	VIRSorter_H_NODE_3287_length_10471_cov_11_997873-cat_2.windows.csv.gz	0	0	10471	2748
VIRSorter_H_NODE_3291_length_10459_cov_58_433798-cat_2	VIRSorter_H_NODE_3291_length_10459_cov_58_433798-cat_2.windows.csv.gz	1	441	10459	6143
VIRSorter_H_NODE_3292_length_10458_cov_15_397735-cat_2	VIRSorter_H_NODE_3292_length_10458_cov_15_397735-cat_2.windows.csv.gz	1	361	10458	5813
VIRSorter_H_NODE_3297_length_10443_cov_11_049632-cat_2	VIRSorter_H_NODE_3297_length_10443_cov_11_049632-cat_2.windows.csv.gz	0	0	10443	1375
VIRSorter_H_NODE_3298_length_10442_cov_13_846146-cat_2	VIRSorter_H_NODE_3298_length_10442_cov_13_846146-cat_2.windows.csv.gz	0	0	10442	2921
VIRSorter_H_NODE_330_length_52906_cov_85_655109-cat_2	VIRSorter_H_NODE_330_length_52906_cov_85_655109-cat_2.windows.csv.gz	7	6990	52906	85893
VIRSorter_H_NODE_3301_length_10425_cov_6_571082-cat_2	VIRSorter_H_NODE_3301_length_10425_cov_6_571082-cat_2.windows.csv.gz	0	0	10425	869
VIRSorter_H_NODE_3305_length_10405_cov_70_265227-cat_2	VIRSorter_H_NODE_3305_length_10405_cov_70_265227-cat_2.windows.csv.gz	0	0	10405	6492
VIRSorter_H_NODE_3309_length_10397_cov_12_081402-cat_2	VIRSorter_H_NODE_3309_length_10397_cov_12_081402-cat_2.windows.csv.gz	0	0	10397	1303
VIRSorter_H_NODE_3311_length_10395_cov_13_673257-cat_2	VIRSorter_H_NODE_3311_length_10395_cov_13_673257-cat_2.windows.csv.gz	1	441	10395	2088
VIRSorter_H_NODE_3313_length_10391_cov_25_353761-cat_2	VIRSorter_H_NODE_3313_length_10391_cov_25_353761-cat_2.windows.csv.gz	1	301	10391	3114
VIRSorter_H_NODE_3315_length_10379_cov_11_878853-cat_1	VIRSorter_H_NODE_3315_length_10379_cov_11_878853-cat_1.windows.csv.gz	0	0	10379	1464
VIRSorter_H_NODE_3322_length_10369_cov_17_617555-cat_1	VIRSorter_H_NODE_3322_length_10369_cov_17_617555-cat_1.windows.csv.gz	0	0	10369	2271
VIRSorter_H_NODE_3329_length_10355_cov_7_683027-cat_2	VIRSorter_H_NODE_3329_length_10355_cov_7_683027-cat_2.windows.csv.gz	0	0	10355	805
VIRSorter_H_NODE_3330_length_10353_cov_52_674555-cat_2	VIRSorter_H_NODE_3330_length_10353_cov_52_674555-cat_2.windows.csv.gz	0	0	10353	5971
VIRSorter_H_NODE_3334_length_10331_cov_55_631125-cat_2	VIRSorter_H_NODE_3334_length_10331_cov_55_631125-cat_2.windows.csv.gz	0	0	10331	6608
VIRSorter_H_NODE_3337_length_10326_cov_5_853809-cat_2	VIRSorter_H_NODE_3337_length_10326_cov_5_853809-cat_2.windows.csv.gz	0	0	10326	1263
VIRSorter_H_NODE_3339_length_10320_cov_23_450996-cat_2	VIRSorter_H_NODE_3339_length_10320_cov_23_450996-cat_2.windows.csv.gz	0	0	10320	2231
VIRSorter_H_NODE_334_length_52642_cov_67_380596-cat_2	VIRSorter_H_NODE_334_length_52642_cov_67_380596-cat_2.windows.csv.gz	0	0	52642	32071
VIRSorter_H_NODE_3340_length_10316_cov_38_767200-cat_2	VIRSorter_H_NODE_3340_length_10316_cov_38_767200-cat_2.windows.csv.gz	0	0	10316	3927
VIRSorter_H_NODE_3344_length_10309_cov_32_233353-cat_2	VIRSorter_H_NODE_3344_length_10309_cov_32_233353-cat_2.windows.csv.gz	0	0	10309	4052
VIRSorter_H_NODE_3345_length_10307_cov_17_644401-cat_2	VIRSorter_H_NODE_3345_length_10307_cov_17_644401-cat_2.windows.csv.gz	3	1496	10307	17633
VIRSorter_H_NODE_3346_length_10305_cov_19_331106-cat_2	VIRSorter_H_NODE_3346_length_10305_cov_19_331106-cat_2.windows.csv.gz	1	702	10305	6037
VIRSorter_H_NODE_3352_length_10267_cov_10_785799-cat_2	VIRSorter_H_NODE_3352_length_10267_cov_10_785799-cat_2.windows.csv.gz	0	0	10267	1200
VIRSorter_H_NODE_3354_length_10263_cov_24_079124-cat_1	VIRSorter_H_NODE_3354_length_10263_cov_24_079124-cat_1.windows.csv.gz	0	0	10263	3305
VIRSorter_H_NODE_336_length_52423_cov_21_764972-cat_2	VIRSorter_H_NODE_336_length_52423_cov_21_764972-cat_2.windows.csv.gz	1	479	52423	11433
VIRSorter_H_NODE_3360_length_10255_cov_12_584123-cat_2	VIRSorter_H_NODE_3360_length_10255_cov_12_584123-cat_2.windows.csv.gz	0	0	10255	2008
VIRSorter_H_NODE_3361_length_10249_cov_8_316637-cat_2	VIRSorter_H_NODE_3361_length_10249_cov_8_316637-cat_2.windows.csv.gz	0	0	10249	803
VIRSorter_H_NODE_3365_length_10237_cov_9_383185-cat_2	VIRSorter_H_NODE_3365_length_10237_cov_9_383185-cat_2.windows.csv.gz	0	0	10237	933
VIRSorter_H_NODE_3366_length_10236_cov_80_503710-cat_2	VIRSorter_H_NODE_3366_length_10236_cov_80_503710-cat_2.windows.csv.gz	1	242	10236	11258
VIRSorter_H_NODE_3368_length_10234_cov_63_299594-cat_2	VIRSorter_H_NODE_3368_length_10234_cov_63_299594-cat_2.windows.csv.gz	1	1993	10234	19436
VIRSorter_H_NODE_337_length_52399_cov_19_202441-cat_1	VIRSorter_H_NODE_337_length_52399_cov_19_202441-cat_1.windows.csv.gz	2	1182	52399	8590
VIRSorter_H_NODE_3370_length_10233_cov_4_934692-cat_2	VIRSorter_H_NODE_3370_length_10233_cov_4_934692-cat_2.windows.csv.gz	0	0	10233	683
VIRSorter_H_NODE_3375_length_10225_cov_8_705684-cat_2	VIRSorter_H_NODE_3375_length_10225_cov_8_705684-cat_2.windows.csv.gz	0	0	10225	980
VIRSorter_H_NODE_3379_length_10219_cov_20_105034-cat_2	VIRSorter_H_NODE_3379_length_10219_cov_20_105034-cat_2.windows.csv.gz	1	874	10219	7299
VIRSorter_H_NODE_338_length_52373_cov_70_665027-cat_2	VIRSorter_H_NODE_338_length_52373_cov_70_665027-cat_2.windows.csv.gz	0	0	52373	46878
VIRSorter_H_NODE_3380_length_10218_cov_21_511644-cat_2	VIRSorter_H_NODE_3380_length_10218_cov_21_511644-cat_2.windows.csv.gz	0	0	10218	2793
VIRSorter_H_NODE_3385_length_10198_cov_53_643531-cat_2	VIRSorter_H_NODE_3385_length_10198_cov_53_643531-cat_2.windows.csv.gz	0	0	10198	11804
VIRSorter_H_NODE_3388_length_10189_cov_11_725701-cat_1	VIRSorter_H_NODE_3388_length_10189_cov_11_725701-cat_1.windows.csv.gz	0	0	10189	1131
VIRSorter_H_NODE_339_length_52348_cov_20_095958-cat_2	VIRSorter_H_NODE_339_length_52348_cov_20_095958-cat_2.windows.csv.gz	0	0	52348	14960
VIRSorter_H_NODE_3392_length_10186_cov_7_430659-cat_2	VIRSorter_H_NODE_3392_length_10186_cov_7_430659-cat_2.windows.csv.gz	0	0	10186	1890
VIRSorter_H_NODE_3394_length_10183_cov_9_107796-cat_2	VIRSorter_H_NODE_3394_length_10183_cov_9_107796-cat_2.windows.csv.gz	0	0	10183	977
VIRSorter_H_NODE_3396_length_10181_cov_7_654764-cat_2	VIRSorter_H_NODE_3396_length_10181_cov_7_654764-cat_2.windows.csv.gz	0	0	10181	735
VIRSorter_H_NODE_3397_length_10180_cov_32_149209-cat_2	VIRSorter_H_NODE_3397_length_10180_cov_32_149209-cat_2.windows.csv.gz	0	0	10180	3356
VIRSorter_H_NODE_3398_length_10176_cov_10_666036-cat_2	VIRSorter_H_NODE_3398_length_10176_cov_10_666036-cat_2.windows.csv.gz	0	0	10176	1001
VIRSorter_H_NODE_34_length_161719_cov_78_692287-cat_2	VIRSorter_H_NODE_34_length_161719_cov_78_692287-cat_2.windows.csv.gz	34	67925	161719	98309
VIRSorter_H_NODE_340_length_52210_cov_62_374230-cat_2	VIRSorter_H_NODE_340_length_52210_cov_62_374230-cat_2.windows.csv.gz	0	0	52210	29181
VIRSorter_H_NODE_3402_length_10161_cov_65_681483-cat_1	VIRSorter_H_NODE_3402_length_10161_cov_65_681483-cat_1.windows.csv.gz	2	3704	10161	2436
VIRSorter_H_NODE_3403_length_10160_cov_42_576398-cat_1	VIRSorter_H_NODE_3403_length_10160_cov_42_576398-cat_1.windows.csv.gz	0	0	10160	4006
VIRSorter_H_NODE_3410_length_10143_cov_19_329573-cat_2	VIRSorter_H_NODE_3410_length_10143_cov_19_329573-cat_2.windows.csv.gz	1	262	10143	3040
VIRSorter_H_NODE_3411_length_10142_cov_9_515926-cat_2	VIRSorter_H_NODE_3411_length_10142_cov_9_515926-cat_2.windows.csv.gz	0	0	10142	1380
VIRSorter_H_NODE_3418_length_10129_cov_47_869526-cat_2	VIRSorter_H_NODE_3418_length_10129_cov_47_869526-cat_2.windows.csv.gz	2	955	10129	3279
VIRSorter_H_NODE_3419_length_10129_cov_20_549390-cat_2	VIRSorter_H_NODE_3419_length_10129_cov_20_549390-cat_2.windows.csv.gz	0	0	10129	1997
VIRSorter_H_NODE_342_length_52039_cov_51_974592-cat_2	VIRSorter_H_NODE_342_length_52039_cov_51_974592-cat_2.windows.csv.gz	0	0	52039	23080
VIRSorter_H_NODE_3421_length_10126_cov_15_486649-cat_2	VIRSorter_H_NODE_3421_length_10126_cov_15_486649-cat_2.windows.csv.gz	0	0	10126	1544
VIRSorter_H_NODE_3423_length_10118_cov_7_870283-cat_2	VIRSorter_H_NODE_3423_length_10118_cov_7_870283-cat_2.windows.csv.gz	0	0	10118	758
VIRSorter_H_NODE_3425_length_10105_cov_6_651333-cat_2	VIRSorter_H_NODE_3425_length_10105_cov_6_651333-cat_2.windows.csv.gz	0	0	10105	614
VIRSorter_H_NODE_3427_length_10099_cov_7_563277-cat_2	VIRSorter_H_NODE_3427_length_10099_cov_7_563277-cat_2.windows.csv.gz	0	0	10099	1974
VIRSorter_H_NODE_3429_length_10095_cov_35_814807-cat_2	VIRSorter_H_NODE_3429_length_10095_cov_35_814807-cat_2.windows.csv.gz	2	502	10095	5374
VIRSorter_H_NODE_343_length_52029_cov_38_531559-cat_2	VIRSorter_H_NODE_343_length_52029_cov_38_531559-cat_2.windows.csv.gz	1	285	52029	17393
VIRSorter_H_NODE_3437_length_10075_cov_54_637314-cat_2	VIRSorter_H_NODE_3437_length_10075_cov_54_637314-cat_2.windows.csv.gz	0	0	10075	6147
VIRSorter_H_NODE_3439_length_10071_cov_15_026146-cat_2	VIRSorter_H_NODE_3439_length_10071_cov_15_026146-cat_2.windows.csv.gz	0	0	10071	1760
VIRSorter_H_NODE_344_length_51904_cov_19_941596-cat_1	VIRSorter_H_NODE_344_length_51904_cov_19_941596-cat_1.windows.csv.gz	0	0	51904	11601
VIRSorter_H_NODE_3441_length_10066_cov_14_745347-cat_2	VIRSorter_H_NODE_3441_length_10066_cov_14_745347-cat_2.windows.csv.gz	0	0	10066	3798
VIRSorter_H_NODE_345_length_51763_cov_39_994422-cat_2	VIRSorter_H_NODE_345_length_51763_cov_39_994422-cat_2.windows.csv.gz	0	0	51763	20633
VIRSorter_H_NODE_3452_length_10044_cov_9_561057-cat_2	VIRSorter_H_NODE_3452_length_10044_cov_9_561057-cat_2.windows.csv.gz	0	0	10044	803
